gene_id	symbol	description	biotype	locus	has_ortholog	human_gene_name
ENSCAFG00000002322	TINAG	tubulointerstitial nephritis antigen [Source:VGNC Symbol;Acc:VGNC:47379]	protein_coding	12:21786669-21879091	1	TINAG
ENSCAFG00000017641	HAND1	heart and neural crest derivatives expressed 1 [Source:VGNC Symbol;Acc:VGNC:41589]	protein_coding	4:55231481-55234265	1	HAND1
ENSCAFG00000002873		sulfotransferase family, cytosolic, 1D, member 1 [Source:NCBI gene;Acc:403637]	protein_coding	13:59270300-59306234	0	<none>
ENSCAFG00000043884			lncRNA	24:38516337-38552654	0	<none>
ENSCAFG00000046474			lncRNA	12:32067723-32077300	0	<none>
ENSCAFG00000001436	SOX10	SRY-box transcription factor 10 [Source:VGNC Symbol;Acc:VGNC:46672]	protein_coding	10:26681122-26689882	1	SOX10
ENSCAFG00000044848			lncRNA	8:55801418-55819865	0	<none>
ENSCAFG00000005662	SNAP25	synaptosome associated protein 25 [Source:VGNC Symbol;Acc:VGNC:46588]	protein_coding	24:12004117-12081329	1	SNAP25
ENSCAFG00000017885	SERPINA7	serpin family A member 7 [Source:VGNC Symbol;Acc:VGNC:46026]	protein_coding	X:79571169-79576759	1	SERPINA7
ENSCAFG00000011224	DAO	D-amino acid oxidase [Source:VGNC Symbol;Acc:VGNC:39768]	protein_coding	26:18033392-18057238	1	DAO
ENSCAFG00000048243			lncRNA	13:31286730-31363069	0	<none>
ENSCAFG00000013427	CALY	calcyon neuron specific vesicular protein [Source:VGNC Symbol;Acc:VGNC:38676]	protein_coding	28:40918343-40925070	1	CALY
ENSCAFG00000005276	AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II) [Source:NCBI gene;Acc:497070]	protein_coding	2:30674558-30690043	0	<none>
ENSCAFG00000011011	HEPACAM	hepatic and glial cell adhesion molecule [Source:VGNC Symbol;Acc:VGNC:41657]	protein_coding	5:9521740-9534958	1	HEPACAM
ENSCAFG00000047234			lncRNA	19:48160090-48162334	0	<none>
ENSCAFG00000007765	TTC29	tetratricopeptide repeat domain 29 [Source:VGNC Symbol;Acc:VGNC:47949]	protein_coding	15:45093132-45338159	1	TTC29
ENSCAFG00000043036			lncRNA	1:49321664-49323223	0	<none>
ENSCAFG00000036240			lncRNA	5:49482322-49647637	0	<none>
ENSCAFG00000043664			lncRNA	2:56213325-56219634	0	<none>
ENSCAFG00000016919	TLX3	T cell leukemia homeobox 3 [Source:NCBI gene;Acc:489123]	protein_coding	4:40816467-40818723	1	TLX3
ENSCAFG00000010772	GAL	galanin and GMAP prepropeptide [Source:VGNC Symbol;Acc:VGNC:41075]	protein_coding	18:49240437-49246950	1	GAL
ENSCAFG00000038926			lncRNA	20:10028249-10173989	0	<none>
ENSCAFG00000010441	IRX4	iroquois homeobox 4 [Source:VGNC Symbol;Acc:VGNC:54102]	protein_coding	34:10923097-10929164	1	IRX4
ENSCAFG00000006935	ELF5	E74 like ETS transcription factor 5 [Source:VGNC Symbol;Acc:VGNC:40302]	protein_coding	18:33332324-33374828	1	ELF5
ENSCAFG00000019977	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2 [Source:VGNC Symbol;Acc:VGNC:41805]	protein_coding	5:69927984-70009179	1	HSD17B2
ENSCAFG00000001180	KCNK9	potassium two pore domain channel subfamily K member 9 [Source:VGNC Symbol;Acc:VGNC:42280]	protein_coding	13:34473488-34474866	1	KCNK9
ENSCAFG00000002896	KLK8	kallikrein related peptidase 8 [Source:NCBI gene;Acc:484352]	protein_coding	1:105874328-105894933	1	KLK7
ENSCAFG00000011648	SCN7A	sodium voltage-gated channel alpha subunit 7 [Source:VGNC Symbol;Acc:VGNC:45922]	protein_coding	36:11482899-11561845	1	SCN7A
ENSCAFG00000042864			lncRNA	24:38632679-38746674	0	<none>
ENSCAFG00000017925	DLK1	delta like non-canonical Notch ligand 1 [Source:VGNC Symbol;Acc:VGNC:39984]	protein_coding	8:68961744-68972761	1	DLK1
ENSCAFG00000043129			lncRNA	19:48376783-48410499	0	<none>
ENSCAFG00000009568	CLIC6	chloride intracellular channel 6 [Source:VGNC Symbol;Acc:VGNC:53024]	protein_coding	31:30091335-30100842	1	CLIC6
ENSCAFG00000023840	SLITRK1	SLIT and NTRK like family member 1 [Source:VGNC Symbol;Acc:VGNC:46506]	protein_coding	22:36326751-36328841	1	SLITRK1
ENSCAFG00000004588	TRH	thyrotropin releasing hormone [Source:VGNC Symbol;Acc:VGNC:47797]	protein_coding	20:5219594-5222866	1	TRH
ENSCAFG00000040835			lncRNA	4:76622022-76760745	0	<none>
ENSCAFG00000005036	DPP6	dipeptidyl peptidase like 6 [Source:VGNC Symbol;Acc:VGNC:40075]	protein_coding	16:17357522-18041822	1	DPP6
ENSCAFG00000010372	TMPRSS3	transmembrane serine protease 3 [Source:VGNC Symbol;Acc:VGNC:47633]	protein_coding	31:36707723-36730520	1	TMPRSS3
ENSCAFG00000015307		putative protein SSX6 [Source:NCBI gene;Acc:612524]	protein_coding	X:41676146-41687060	0	<none>
ENSCAFG00000003332	EPHA7	EPH receptor A7 [Source:VGNC Symbol;Acc:VGNC:40409]	protein_coding	12:52137605-52305162	1	EPHA7
ENSCAFG00000002165	PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin [Source:VGNC Symbol;Acc:VGNC:44605]	protein_coding	12:19286822-19744141	1	PKHD1
ENSCAFG00000007024	DMKN	dermokine [Source:VGNC Symbol;Acc:VGNC:40000]	protein_coding	1:117144627-117158027	1	DMKN
ENSCAFG00000007321	GJA3	gap junction protein alpha 3 [Source:VGNC Symbol;Acc:VGNC:41233]	protein_coding	25:18002817-18004160	1	GJA3
ENSCAFG00000048777			lncRNA	20:9636096-9697629	0	<none>
ENSCAFG00000019465	ATP8B3	ATPase phospholipid transporting 8B3 [Source:VGNC Symbol;Acc:VGNC:54575]	pseudogene	20:57148281-57160347	0	<none>
ENSCAFG00000025108	GPR37L1	G protein-coupled receptor 37 like 1 [Source:VGNC Symbol;Acc:VGNC:41433]	protein_coding	7:883279-887811	1	GPR37L1
ENSCAFG00000010260	DCDC2	doublecortin domain containing 2 [Source:VGNC Symbol;Acc:VGNC:39800]	protein_coding	35:22266282-22422776	1	DCDC2
ENSCAFG00000000052	CDH19	cadherin 19 [Source:VGNC Symbol;Acc:VGNC:39027]	protein_coding	1:11074305-11165626	1	CDH19
ENSCAFG00000044844			lncRNA	23:42977582-42992304	0	<none>
ENSCAFG00000008440	FGG	fibrinogen gamma chain [Source:VGNC Symbol;Acc:VGNC:54208]	protein_coding	15:52261217-52269964	1	FGG
ENSCAFG00000050075			lncRNA	7:58460784-58714927	0	<none>
ENSCAFG00000041040			lncRNA	15:21104333-21122719	0	<none>
ENSCAFG00000006674	SPINK5	serine peptidase inhibitor, Kazal type 5 [Source:VGNC Symbol;Acc:VGNC:46745]	protein_coding	2:42285537-42365690	1	SPINK5
ENSCAFG00000046579			lncRNA	17:12767606-12905927	0	<none>
ENSCAFG00000007857	SCRG1	stimulator of chondrogenesis 1 [Source:VGNC Symbol;Acc:VGNC:50423]	protein_coding	25:23986994-24010357	1	SCRG1
ENSCAFG00000029475	B3GALT5	beta-1,3-galactosyltransferase 5 [Source:VGNC Symbol;Acc:VGNC:38336]	protein_coding	31:34369298-34373204	1	B3GALT5
ENSCAFG00000019263	CELF5	CUGBP Elav-like family member 5 [Source:VGNC Symbol;Acc:VGNC:39096]	protein_coding	20:56029575-56075948	1	CELF5
ENSCAFG00000009968	CTNND2	catenin delta 2 [Source:VGNC Symbol;Acc:VGNC:39702]	protein_coding	34:2521724-3437292	1	CTNND2
ENSCAFG00000010623	SORCS3	sortilin related VPS10 domain containing receptor 3 [Source:VGNC Symbol;Acc:VGNC:46661]	protein_coding	28:16909856-17489418	1	SORCS3
ENSCAFG00000009135	SAA1	serum amyloid A1 [Source:NCBI gene;Acc:403585]	protein_coding	21:40630810-40666621	0	<none>
ENSCAFG00000029139	SCN11A	sodium voltage-gated channel alpha subunit 11 [Source:VGNC Symbol;Acc:VGNC:45914]	protein_coding	23:8559952-8651500	1	SCN11A
ENSCAFG00000017769	DNAH9	dynein axonemal heavy chain 9 [Source:VGNC Symbol;Acc:VGNC:40019]	protein_coding	5:35730394-36058945	1	DNAH9
ENSCAFG00000007271	IL36B	interleukin 36 beta [Source:VGNC Symbol;Acc:VGNC:41984]	protein_coding	17:37159434-37165423	1	IL36B
ENSCAFG00000011496	PIGR	polymeric immunoglobulin receptor [Source:VGNC Symbol;Acc:VGNC:44540]	protein_coding	7:6070407-6087605	1	PIGR
ENSCAFG00000008688	GPR149	G protein-coupled receptor 149 [Source:VGNC Symbol;Acc:VGNC:41403]	protein_coding	23:48471701-48535195	1	GPR149
ENSCAFG00000010410		alcohol dehydrogenase E chain [Source:NCBI gene;Acc:100856533]	protein_coding	32:21423200-21436908	0	<none>
ENSCAFG00000016022	KLB	klotho beta [Source:VGNC Symbol;Acc:VGNC:42426]	protein_coding	3:72998816-73033651	1	KLB
ENSCAFG00000017154	RTBDN	retbindin [Source:VGNC Symbol;Acc:VGNC:45786]	protein_coding	20:49334127-49337223	1	RTBDN
ENSCAFG00000039682			lncRNA	25:14388261-14455305	0	<none>
ENSCAFG00000008653	GRIA2	glutamate ionotropic receptor AMPA type subunit 2 [Source:VGNC Symbol;Acc:VGNC:41481]	protein_coding	15:54634335-54708184	1	GRIA2
ENSCAFG00000045738			lncRNA	23:51289694-51291531	0	<none>
ENSCAFG00000010353	MRGPRG	MAS related GPR family member G [Source:VGNC Symbol;Acc:VGNC:43364]	protein_coding	18:47134505-47138223	1	MRGPRG
ENSCAFG00000033916			lncRNA	19:36612078-36757102	0	<none>
ENSCAFG00000045721			pseudogene	17:61490821-61491246	0	<none>
ENSCAFG00000004814	CNFN	cornifelin [Source:VGNC Symbol;Acc:VGNC:39394]	protein_coding	1:112014746-112015784	1	CNFN
ENSCAFG00000014362	OTOL1	otolin 1 [Source:VGNC Symbol;Acc:VGNC:44178]	protein_coding	34:27413694-27455023	1	OTOL1
ENSCAFG00000031160		thiamine transporter 2-like [Source:NCBI gene;Acc:486150]	protein_coding	25:40364426-40403607	0	<none>
ENSCAFG00000015595	IGSF21	immunoglobin superfamily member 21 [Source:VGNC Symbol;Acc:VGNC:41914]	protein_coding	2:80114963-80355486	1	IGSF21
ENSCAFG00000018699	ACER1	alkaline ceramidase 1 [Source:VGNC Symbol;Acc:VGNC:37504]	protein_coding	20:53819074-53838438	1	ACER1
ENSCAFG00000048497			lncRNA	15:49980929-50020831	0	<none>
ENSCAFG00000026125	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	snoRNA	31:22627760-22627972	1	AC022021.1
ENSCAFG00000018266	SLC6A14	solute carrier family 6 member 14 [Source:VGNC Symbol;Acc:VGNC:46457]	protein_coding	X:88938727-88965101	0	<none>
ENSCAFG00000013875	MYL1	myosin light chain 1 [Source:VGNC Symbol;Acc:VGNC:43541]	protein_coding	37:18143673-18168187	1	MYL1
ENSCAFG00000020436	CDH8	cadherin 8 [Source:VGNC Symbol;Acc:VGNC:39035]	protein_coding	5:86402570-86743755	1	CDH8
ENSCAFG00000042985			lncRNA	15:42669650-42671615	0	<none>
ENSCAFG00000013439	SLC5A1	solute carrier family 5 member 1 [Source:VGNC Symbol;Acc:VGNC:52969]	protein_coding	26:24884129-24958122	1	SLC5A1
ENSCAFG00000048481			lncRNA	7:4414358-4542020	0	<none>
ENSCAFG00000029428		melanoma-associated antigen 10-like [Source:NCBI gene;Acc:102153919]	protein_coding	X:117705913-117724191	0	<none>
ENSCAFG00000039807			lncRNA	3:83329797-83355721	0	<none>
ENSCAFG00000002562	COL19A1	collagen type XIX alpha 1 chain [Source:VGNC Symbol;Acc:VGNC:39463]	protein_coding	12:32449744-32755226	1	COL19A1
ENSCAFG00000010242	SLC4A10	solute carrier family 4 member 10 [Source:VGNC Symbol;Acc:VGNC:46430]	protein_coding	36:7106994-7390398	1	SLC4A10
ENSCAFG00000012709	GATA5	GATA binding protein 5 [Source:VGNC Symbol;Acc:VGNC:41124]	protein_coding	24:46417391-46429858	1	GATA5
ENSCAFG00000042298	KLK9	kallikrein related peptidase 9 [Source:NCBI gene;Acc:100329125]	protein_coding	1:105868147-105873147	1	KLK9
ENSCAFG00000002902	KLK5	kallikrein related peptidase 5 [Source:VGNC Symbol;Acc:VGNC:42483]	protein_coding	1:105914460-105922296	1	KLK5
ENSCAFG00000047699			pseudogene	17:61612760-61613110	0	<none>
ENSCAFG00000001269	ADGRB1	adhesion G protein-coupled receptor B1 [Source:VGNC Symbol;Acc:VGNC:58288]	protein_coding	13:36614498-36690936	1	ADGRB1
ENSCAFG00000020310	SMPD3	sphingomyelin phosphodiesterase 3 [Source:VGNC Symbol;Acc:VGNC:46571]	protein_coding	5:81142888-81172189	1	SMPD3
ENSCAFG00000036703			lncRNA	17:5900622-5941039	0	<none>
ENSCAFG00000046298			lncRNA	37:26224980-26231749	0	<none>
ENSCAFG00000007316	GJB6	gap junction protein beta 6 [Source:VGNC Symbol;Acc:VGNC:41242]	protein_coding	25:17911262-17921605	1	GJB6
ENSCAFG00000032798			lncRNA	8:55211506-55333623	0	<none>
ENSCAFG00000002714	EPHA5	EPH receptor A5 [Source:VGNC Symbol;Acc:VGNC:40408]	protein_coding	13:56058800-56383301	1	EPHA5
ENSCAFG00000044846			lncRNA	27:2571650-2573299	0	<none>
ENSCAFG00000047188			pseudogene	7:41512408-41523470	0	<none>
ENSCAFG00000010459	SLC6A18	solute carrier family 6 member 18 [Source:VGNC Symbol;Acc:VGNC:46460]	protein_coding	34:11290166-11327505	1	SLC6A18
ENSCAFG00000000895	PNPLA5	patatin like phospholipase domain containing 5 [Source:VGNC Symbol;Acc:VGNC:44755]	protein_coding	10:21760563-21773531	1	PNPLA5
ENSCAFG00000048131			lncRNA	5:733254-735900	0	<none>
ENSCAFG00000017401	POF1B	POF1B actin binding protein [Source:VGNC Symbol;Acc:VGNC:44766]	protein_coding	X:66214255-66342904	1	POF1B
ENSCAFG00000009872	CNTN1	contactin 1 [Source:VGNC Symbol;Acc:VGNC:39432]	protein_coding	27:12657287-12920315	1	CNTN1
ENSCAFG00000044196			lncRNA	34:9760011-9771609	0	<none>
ENSCAFG00000049214			pseudogene	17:61591331-61591651	0	<none>
ENSCAFG00000007949	LGI1	leucine rich glioma inactivated 1 [Source:NCBI gene;Acc:477777]	protein_coding	28:7966593-8012313	1	LGI1
ENSCAFG00000001970	EDAR	ectodysplasin A receptor [Source:VGNC Symbol;Acc:VGNC:40190]	protein_coding	10:34848526-34940784	1	EDAR
ENSCAFG00000023464	ALOX12B	arachidonate 12-lipoxygenase, 12R type [Source:VGNC Symbol;Acc:VGNC:37810]	protein_coding	5:32896238-32911552	1	ALOX12B
ENSCAFG00000006573	TAFA4	TAFA chemokine like family member 4 [Source:VGNC Symbol;Acc:VGNC:40648]	protein_coding	20:22837094-22962831	1	TAFA4
ENSCAFG00000002886	KLK11	kallikrein related peptidase 11 [Source:VGNC Symbol;Acc:VGNC:42479]	protein_coding	1:105854094-105858790	1	KLK11
ENSCAFG00000006787	OVCH2	ovochymase 2 [Source:VGNC Symbol;Acc:VGNC:52273]	protein_coding	21:31333547-31350597	1	OVCH2
ENSCAFG00000012177	MOG	myelin oligodendrocyte glycoprotein [Source:VGNC Symbol;Acc:VGNC:57308]	protein_coding	35:26256489-26266832	1	MOG
ENSCAFG00000005246	CCK	cholecystokinin [Source:VGNC Symbol;Acc:VGNC:52865]	protein_coding	23:11414249-11454198	1	CCK
ENSCAFG00000048564			lncRNA	11:7662273-7804255	0	<none>
ENSCAFG00000007118	XKR7	XK related 7 [Source:VGNC Symbol;Acc:VGNC:48452]	protein_coding	24:21403557-21426295	1	XKR7
ENSCAFG00000004910	C1QL2	complement C1q like 2 [Source:VGNC Symbol;Acc:VGNC:38580]	protein_coding	19:30863214-30865716	1	C1QL2
ENSCAFG00000031916	OTOS	otospiralin [Source:VGNC Symbol;Acc:VGNC:44181]	protein_coding	25:50304312-50306339	1	OTOS
ENSCAFG00000032542	OPRK1	opioid receptor kappa 1 [Source:VGNC Symbol;Acc:VGNC:44133]	protein_coding	29:5025786-5051919	1	OPRK1
ENSCAFG00000000472	C12H6orf15	chromosome 12 C6orf15 homolog [Source:VGNC Symbol;Acc:VGNC:54280]	protein_coding	12:815483-816767	1	C6orf15
ENSCAFG00000002504	ABCG5	ATP binding cassette subfamily G member 5 [Source:VGNC Symbol;Acc:VGNC:37454]	protein_coding	10:46271772-46299773	1	ABCG5
ENSCAFG00000042099			lncRNA	37:26274818-26337669	0	<none>
ENSCAFG00000008862	NAA11	N(alpha)-acetyltransferase 11, NatA catalytic subunit [Source:NCBI gene;Acc:608326]	protein_coding	32:3656949-3657638	1	NAA11
ENSCAFG00000041544			lncRNA	13:36211654-36227881	0	<none>
ENSCAFG00000000409	IL26	interleukin 26 [Source:NCBI gene;Acc:608923]	protein_coding	10:10457083-10471582	1	IL26
ENSCAFG00000003982	SLC5A9	solute carrier family 5 member 9 [Source:VGNC Symbol;Acc:VGNC:46452]	protein_coding	15:12633746-12657212	1	SLC5A9
ENSCAFG00000011274	SV2B	synaptic vesicle glycoprotein 2B [Source:VGNC Symbol;Acc:VGNC:47004]	protein_coding	3:48697293-48827194	1	SV2B
ENSCAFG00000015539	PAX7	paired box 7 [Source:VGNC Symbol;Acc:VGNC:52224]	protein_coding	2:79815748-79915003	1	PAX7
ENSCAFG00000005832		disintegrin and metalloproteinase domain-containing protein 5-like [Source:NCBI gene;Acc:482849]	protein_coding	16:26055986-26176087	0	<none>
ENSCAFG00000041577			lncRNA	4:76800666-76959106	0	<none>
ENSCAFG00000019669	ELANE	elastase, neutrophil expressed [Source:NCBI gene;Acc:442980]	protein_coding	20:57788062-57790932	1	ELANE
ENSCAFG00000016004	KRT12	keratin 12 [Source:VGNC Symbol;Acc:VGNC:42517]	protein_coding	9:21823976-21829550	1	KRT12
ENSCAFG00000005553	OXTR	oxytocin receptor [Source:VGNC Symbol;Acc:VGNC:44206]	protein_coding	20:9358916-9378343	1	OXTR
ENSCAFG00000033657			lncRNA	19:48424419-48562628	0	<none>
ENSCAFG00000023208	AWAT1	acyl-CoA wax alcohol acyltransferase 1 [Source:VGNC Symbol;Acc:VGNC:38321]	protein_coding	X:54622317-54684231	1	AWAT1
ENSCAFG00000023161	SDR9C7	short chain dehydrogenase/reductase family 9C member 7 [Source:VGNC Symbol;Acc:VGNC:45958]	protein_coding	10:1112896-1120720	1	SDR9C7
ENSCAFG00000031233	IL1F10	interleukin 1 family member 10 [Source:VGNC Symbol;Acc:VGNC:49108]	protein_coding	17:37192175-37202044	1	IL1F10
ENSCAFG00000007286	KRT85	keratin 85 [Source:VGNC Symbol;Acc:VGNC:56638]	protein_coding	27:2706246-2713688	1	KRT85
ENSCAFG00000016007	KRT10	keratin 10 [Source:VGNC Symbol;Acc:VGNC:42516]	protein_coding	9:21863767-21868587	1	KRT10
ENSCAFG00000015610	ACTL8	actin like 8 [Source:VGNC Symbol;Acc:VGNC:37546]	protein_coding	2:80560311-80564127	1	ACTL8
ENSCAFG00000031156	TMEM171	transmembrane protein 171 [Source:VGNC Symbol;Acc:VGNC:47497]	protein_coding	2:56037975-56044464	1	TMEM171
ENSCAFG00000012029	TGM5	transglutaminase 5 [Source:VGNC Symbol;Acc:VGNC:47318]	protein_coding	30:10097762-10128221	1	TGM5
ENSCAFG00000004970	DPP10	dipeptidyl peptidase like 10 [Source:VGNC Symbol;Acc:VGNC:40072]	protein_coding	19:33434154-34706758	1	DPP10
ENSCAFG00000043613			lncRNA	2:30655715-30662951	0	<none>
ENSCAFG00000037034			lncRNA	5:49289745-49364673	0	<none>
ENSCAFG00000041576		keratin 34 [Source:NCBI gene;Acc:490989]	protein_coding	9:21377264-21380088	0	<none>
ENSCAFG00000016283	GSDMA	gasdermin A [Source:VGNC Symbol;Acc:VGNC:54951]	protein_coding	9:22556192-22566849	1	GSDMA
ENSCAFG00000029529	KLK10	kallikrein related peptidase 10 [Source:VGNC Symbol;Acc:VGNC:42478]	protein_coding	1:105860946-105864238	1	KLK10
ENSCAFG00000003333	GRIK3	glutamate ionotropic receptor kainate type subunit 3 [Source:VGNC Symbol;Acc:VGNC:41488]	protein_coding	15:5331717-5549181	1	GRIK3
ENSCAFG00000012910		transmembrane epididymal protein 1A-like [Source:NCBI gene;Acc:102152005]	protein_coding	34:17353515-17354333	0	<none>
ENSCAFG00000017675	SERPINA3	alpha-1-antichymotrypsin [Source:NCBI gene;Acc:480425]	protein_coding	8:63587891-63596954	1	SERPINA3
ENSCAFG00000018631	TENM1	teneurin transmembrane protein 1 [Source:VGNC Symbol;Acc:VGNC:47246]	protein_coding	X:95769881-96550190	1	TENM1
ENSCAFG00000015867	ONECUT1	one cut homeobox 1 [Source:VGNC Symbol;Acc:VGNC:44123]	protein_coding	30:18387130-18425497	1	ONECUT1
ENSCAFG00000034882			lncRNA	5:66601844-66683309	0	<none>
ENSCAFG00000008528	GPR87	G protein-coupled receptor 87 [Source:VGNC Symbol;Acc:VGNC:41448]	protein_coding	23:45866335-45888250	1	GPR87
ENSCAFG00000023233	PLA2G2E	group IIE secretory phospholipase A2 [Source:NCBI gene;Acc:487399]	protein_coding	2:78831309-78841821	1	PLA2G2E
ENSCAFG00000037985			lncRNA	16:30941727-31066102	0	<none>
ENSCAFG00000002097	OPN5	opsin 5 [Source:VGNC Symbol;Acc:VGNC:44131]	protein_coding	12:15831311-15877721	1	OPN5
ENSCAFG00000020124		C-type lectin domain family 18 member C [Source:NCBI gene;Acc:100855981]	protein_coding	5:76256851-76269677	0	<none>
ENSCAFG00000029311	PCP4	Purkinje cell protein 4 [Source:VGNC Symbol;Acc:VGNC:44319]	protein_coding	31:34529683-34584501	1	PCP4
ENSCAFG00000047792			lncRNA	11:73074215-73160187	0	<none>
ENSCAFG00000004514	SIAH3	siah E3 ubiquitin protein ligase family member 3 [Source:VGNC Symbol;Acc:VGNC:46164]	protein_coding	22:5320249-5386508	1	SIAH3
ENSCAFG00000043855			lncRNA	16:42456438-42610730	0	<none>
ENSCAFG00000005690	LAMP5	lysosomal associated membrane protein family member 5 [Source:VGNC Symbol;Acc:VGNC:42576]	protein_coding	24:12678837-12694284	1	LAMP5
ENSCAFG00000015706	CYTL1	cytokine like 1 [Source:VGNC Symbol;Acc:VGNC:50298]	protein_coding	3:70354090-70359128	1	CYTL1
ENSCAFG00000029530	LRRC7	leucine rich repeat containing 7 [Source:VGNC Symbol;Acc:VGNC:54044]	protein_coding	6:75580515-75964156	1	LRRC7
ENSCAFG00000007284	KRT84	keratin 84 [Source:VGNC Symbol;Acc:VGNC:42536]	protein_coding	27:2683792-2692267	1	KRT84
ENSCAFG00000015664	DRD5	dopamine receptor D5 [Source:VGNC Symbol;Acc:VGNC:40096]	protein_coding	3:69621734-69623893	1	DRD5
ENSCAFG00000002064	SLC5A7	solute carrier family 5 member 7 [Source:VGNC Symbol;Acc:VGNC:46450]	protein_coding	10:35883245-35908569	1	SLC5A7
ENSCAFG00000046972			lncRNA	24:45284431-45287516	0	<none>
ENSCAFG00000016907	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1 [Source:VGNC Symbol;Acc:VGNC:41898]	protein_coding	9:25198805-25240578	1	IGF2BP1
ENSCAFG00000013222	MYT1	myelin transcription factor 1 [Source:VGNC Symbol;Acc:VGNC:43591]	protein_coding	24:47574255-47638315	1	MYT1
ENSCAFG00000001227	SPDEF	SAM pointed domain containing ETS transcription factor [Source:VGNC Symbol;Acc:VGNC:46726]	protein_coding	12:3815300-3831477	1	SPDEF
ENSCAFG00000003354	VWC2	von Willebrand factor C domain containing 2 [Source:VGNC Symbol;Acc:VGNC:52060]	protein_coding	18:1257357-1350856	1	VWC2
ENSCAFG00000009592	NELL2	neural EGFL like 2 [Source:VGNC Symbol;Acc:VGNC:43740]	protein_coding	27:9299893-9680363	1	NELL2
ENSCAFG00000047669			lncRNA	4:46604093-46760003	0	<none>
ENSCAFG00000006087	SEPTIN14	septin 14 [Source:NCBI gene;Acc:483382]	protein_coding	18:25121175-25202140	1	SEPTIN14
ENSCAFG00000019028	CDH12	cadherin 12 [Source:VGNC Symbol;Acc:VGNC:39021]	protein_coding	4:82875494-83123473	1	CDH12
ENSCAFG00000006412	HAL	histidine ammonia-lyase [Source:VGNC Symbol;Acc:VGNC:41587]	protein_coding	15:35759672-35791003	1	HAL
ENSCAFG00000040518			lncRNA	22:59932699-59940408	0	<none>
ENSCAFG00000008319	CHODL	chondrolectin [Source:VGNC Symbol;Acc:VGNC:39225]	protein_coding	31:14495684-14604562	1	CHODL
ENSCAFG00000045267			lncRNA	14:40376902-40394873	0	<none>
ENSCAFG00000049629			lncRNA	24:12199908-12209969	0	<none>
ENSCAFG00000011839	CYP24A1	cytochrome P450 family 24 subfamily A member 1 [Source:VGNC Symbol;Acc:VGNC:50338]	protein_coding	24:39862355-39878216	1	CYP24A1
ENSCAFG00000043935			lncRNA	4:76209464-76435233	0	<none>
ENSCAFG00000049109			lncRNA	25:39158527-39159780	0	<none>
ENSCAFG00000015952	KRT9	keratin 9 [Source:VGNC Symbol;Acc:VGNC:42537]	protein_coding	9:21203618-21209421	1	KRT9
