gene_id	symbol	description	biotype	locus	human_gene_id	human_gene_name
ENSFCAG00000023988		dynein axonemal heavy chain 14 [Source:NCBI gene;Acc:101084763]	protein_coding	F1:3342805-3645694	<none>	<none>
ENSFCAG00000023990	PRLH	prolactin releasing hormone [Source:NCBI gene;Acc:102902411]	protein_coding	C1:219445159-219445816	ENSG00000071677	PRLH
ENSFCAG00000024009	IGF1	insulin like growth factor 1 [Source:NCBI gene;Acc:101101237]	protein_coding	B4:124984254-125055575	ENSG00000017427	IGF1
ENSFCAG00000024016		probable inactive serine protease 58 [Source:NCBI gene;Acc:102902015]	protein_coding	A2:158300391-158310656	<none>	<none>
ENSFCAG00000024034	BRDT	bromodomain testis associated [Source:NCBI gene;Acc:101096661]	protein_coding	C1:78298765-78387227	ENSG00000137948	BRDT
ENSFCAG00000024054		olfactory receptor 5-like [Source:NCBI gene;Acc:111556214]	protein_coding	E2:2225479-2226453	<none>	<none>
ENSFCAG00000024060	OR10Z1	olfactory receptor 10Z1 [Source:NCBI gene;Acc:101100692]	protein_coding	F1:68001130-68002071	ENSG00000198967	OR10Z1
ENSFCAG00000024068		putative olfactory receptor 2B8 [Source:NCBI gene;Acc:101082234]	protein_coding	B2:687162-688393	<none>	<none>
ENSFCAG00000024073	RF00001		rRNA	B3:34601022-34601145	<none>	<none>
ENSFCAG00000024093			protein_coding	B4:90788800-90789063	<none>	<none>
ENSFCAG00000024094	NLRP6	NLR family pyrin domain containing 6 [Source:NCBI gene;Acc:101087351]	protein_coding	D1:116992368-116998832	ENSG00000174885	NLRP6
ENSFCAG00000024114	INS	insulin [Source:NCBI gene;Acc:493804]	protein_coding	D1:115941577-115943128	ENSG00000254647	INS
ENSFCAG00000024120	MIR9-3	microRNA 9-3 [Source:HGNC Symbol;Acc:HGNC:31646]	miRNA	B3:6452868-6452957	ENSG00000284329	MIR9-3
ENSFCAG00000024129			pseudogene	X:37017506-37018657	<none>	<none>
ENSFCAG00000024137			protein_coding	D2:23803424-23804336	<none>	<none>
ENSFCAG00000024140	RF00001		rRNA	X:89071935-89072054	<none>	<none>
ENSFCAG00000024146	TEX26	testis expressed 26 [Source:HGNC Symbol;Acc:HGNC:28622]	protein_coding	A1:10143036-10173442	ENSG00000175664	TEX26
ENSFCAG00000024148		putative olfactory receptor 2W6 [Source:NCBI gene;Acc:101095792]	protein_coding	A1:87376136-87377122	<none>	<none>
ENSFCAG00000024149	UBE2U	ubiquitin conjugating enzyme E2 U [Source:NCBI gene;Acc:101084124]	protein_coding	C1:53217837-53275934	ENSG00000177414	UBE2U
ENSFCAG00000024162			protein_coding	A1:201811053-201811223	<none>	<none>
ENSFCAG00000024168			protein_coding	A1:71945476-71946988	<none>	<none>
ENSFCAG00000024176		olfactory receptor 4A15 [Source:NCBI gene;Acc:101089895]	pseudogene	D1:102461246-102462191	<none>	<none>
ENSFCAG00000024188	ENAM	enamelin [Source:NCBI gene;Acc:101085542]	protein_coding	B1:150706347-150718371	ENSG00000132464	ENAM
ENSFCAG00000024204			protein_coding	A1:155074225-155075296	<none>	<none>
ENSFCAG00000024211			protein_coding	B2:92502694-92504127	<none>	<none>
ENSFCAG00000024232		ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like [Source:NCBI gene;Acc:101091244]	protein_coding	E3:40295156-40324433	<none>	<none>
ENSFCAG00000024242		interferon-induced transmembrane protein 1-like [Source:NCBI gene;Acc:101086599]	protein_coding	D1:117051795-117052986	<none>	<none>
ENSFCAG00000024250	FABP1	fatty acid binding protein 1 [Source:NCBI gene;Acc:101095488]	protein_coding	A3:103976456-103982608	ENSG00000163586	FABP1
ENSFCAG00000024254	HHLA1	HERV-H LTR-associating 1 [Source:NCBI gene;Acc:101087813]	protein_coding	F2:75838197-75873235	ENSG00000132297	HHLA1
ENSFCAG00000024262	LGALS2	galectin 2 [Source:NCBI gene;Acc:101097906]	protein_coding	B4:133721516-133727206	ENSG00000100079	LGALS2
ENSFCAG00000024264	SPDYA	speedy/RINGO cell cycle regulator family member A [Source:NCBI gene;Acc:101092678]	protein_coding	A3:119820333-119852436	ENSG00000163806	SPDYA
ENSFCAG00000024274		olfactory receptor 52N4-like [Source:NCBI gene;Acc:101083542]	protein_coding	D1:64340021-64340992	<none>	<none>
ENSFCAG00000024280	GPR22	G protein-coupled receptor 22 [Source:NCBI gene;Acc:101095564]	protein_coding	A2:79037401-79038702	ENSG00000172209	GPR22
ENSFCAG00000024306	MIR196B	microRNA 196b [Source:HGNC Symbol;Acc:HGNC:31790]	miRNA	A2:120577866-120577949	ENSG00000283745	MIR196B
ENSFCAG00000024314		uncharacterized LOC101099321 [Source:NCBI gene;Acc:101099321]	protein_coding	C2:100162898-100190187	<none>	<none>
ENSFCAG00000024315	OR4S2	olfactory receptor 4S2 [Source:NCBI gene;Acc:101101164]	protein_coding	D1:102624757-102625692	ENSG00000174982	OR4S2
ENSFCAG00000024339	RF00001		rRNA	E1:33674450-33674562	<none>	<none>
ENSFCAG00000024344	STEAP4	STEAP4 metalloreductase [Source:NCBI gene;Acc:101101204]	protein_coding	A2:93817930-93841667	ENSG00000127954	STEAP4
ENSFCAG00000024346	GPR119	G protein-coupled receptor 119 [Source:NCBI gene;Acc:101083248]	protein_coding	X:109811333-109812340	ENSG00000147262	GPR119
ENSFCAG00000024351	BANF2	barrier to autointegration factor 2 [Source:NCBI gene;Acc:101099036]	protein_coding	A3:43280335-43326241	ENSG00000125888	BANF2
ENSFCAG00000024356		spermatogenesis-associated protein 31C1-like [Source:NCBI gene;Acc:111560404]	protein_coding	B2:3482028-3483566	<none>	<none>
ENSFCAG00000024370	MIR424	microRNA 424 [Source:HGNC Symbol;Acc:HGNC:31881]	miRNA	X:113271534-113271631	ENSG00000284231	MIR424
ENSFCAG00000024371		olfactory receptor 52D1-like [Source:NCBI gene;Acc:101085238]	protein_coding	D1:63188541-63189518	<none>	<none>
ENSFCAG00000024379	MGAM	maltase-glucoamylase [Source:NCBI gene;Acc:101094582]	protein_coding	A2:158082937-158158043	ENSG00000257335	MGAM
ENSFCAG00000024380		olfactory receptor 4P4-like [Source:NCBI gene;Acc:101092397]	protein_coding	D1:102618159-102619085	<none>	<none>
ENSFCAG00000024391			protein_coding	B1:78526187-78530304	<none>	<none>
ENSFCAG00000024400	RF00001		rRNA	A3:73433063-73433177	<none>	<none>
ENSFCAG00000024403	RXFP1	relaxin family peptide receptor 1 [Source:NCBI gene;Acc:101085970]	protein_coding	B1:71402836-71518763	ENSG00000171509	RXFP1
ENSFCAG00000024405			processed_pseudogene	B2:148600995-148601237	<none>	<none>
ENSFCAG00000024408	MIR301B	microRNA 301b [Source:HGNC Symbol;Acc:HGNC:33667]	miRNA	D3:30125424-30125501	ENSG00000212102	MIR301B
ENSFCAG00000024420	CCDC172	coiled-coil domain containing 172 [Source:NCBI gene;Acc:101082950]	protein_coding	D2:75168225-75228607	ENSG00000182645	CCDC172
ENSFCAG00000024427			protein_coding	A1:87958449-87958814	ENSG00000285480	AC021097.2
ENSFCAG00000024449			processed_pseudogene	A1:167764019-167764261	<none>	<none>
ENSFCAG00000024474			protein_coding	X:87836787-87837128	<none>	<none>
ENSFCAG00000024505		olfactory receptor 56-like [Source:NCBI gene;Acc:101082715]	protein_coding	A1:91503521-91504463	<none>	<none>
ENSFCAG00000024515	RF00001		rRNA	A3:86906456-86906567	<none>	<none>
ENSFCAG00000024520	FATE1	fetal and adult testis expressed 1 [Source:NCBI gene;Acc:101099191]	protein_coding	X:126733107-126757827	ENSG00000147378	FATE1
ENSFCAG00000024539	RXFP2	relaxin family peptide receptor 2 [Source:NCBI gene;Acc:101101184]	protein_coding	A1:10977109-11039415	ENSG00000133105	RXFP2
ENSFCAG00000024563			protein_coding	A3:31827841-31831839	<none>	<none>
ENSFCAG00000024569		olfactory receptor 1468-like [Source:NCBI gene;Acc:101092501]	protein_coding	X:110777199-110778206	<none>	<none>
ENSFCAG00000024577			processed_pseudogene	B2:67561371-67561814	<none>	<none>
ENSFCAG00000024602			protein_coding	E2:2135666-2207152	<none>	<none>
ENSFCAG00000024625			protein_coding	C1:133437312-133438335	<none>	<none>
ENSFCAG00000024626	RF00001		rRNA	F1:70934618-70934732	<none>	<none>
ENSFCAG00000024634			protein_coding	B2:100063711-100064262	<none>	<none>
ENSFCAG00000024638			protein_coding	A1:25551647-25551925	<none>	<none>
ENSFCAG00000024642			protein_coding	A2:158380444-158387908	<none>	<none>
ENSFCAG00000024647	RF00001		rRNA	C1:51869351-51869460	<none>	<none>
ENSFCAG00000024649	RF00001		rRNA	B4:75365919-75366029	<none>	<none>
ENSFCAG00000024655	DEFB110	beta-defensin 110 [Source:NCBI gene;Acc:101082313]	protein_coding	B2:50457363-50474176	ENSG00000203970	DEFB110
ENSFCAG00000024665	PSKH2	protein serine kinase H2 [Source:NCBI gene;Acc:101095152]	protein_coding	F2:35926160-35944740	ENSG00000147613	PSKH2
ENSFCAG00000024690			miRNA	B4:90138482-90138577	<none>	<none>
ENSFCAG00000024708	RF00001		rRNA	E2:36830046-36830156	<none>	<none>
ENSFCAG00000024711	PLSCR5	phospholipid scramblase family member 5 [Source:NCBI gene;Acc:101084983]	protein_coding	C2:119692826-119717530	ENSG00000231213	PLSCR5
ENSFCAG00000024716	GZMH	granzyme H [Source:NCBI gene;Acc:100113476]	protein_coding	B3:77019129-77022130	ENSG00000100450	GZMH
ENSFCAG00000024726	RF00001		rRNA	A1:87948204-87948308	<none>	<none>
ENSFCAG00000024733			protein_coding	D3:20172068-20172767	<none>	<none>
ENSFCAG00000024747			protein_coding	D1:52887317-52892398	<none>	<none>
ENSFCAG00000024753	TSGA13	testis specific 13 [Source:NCBI gene;Acc:101093424]	protein_coding	A2:148429767-148442505	ENSG00000213265	TSGA13
ENSFCAG00000024754			protein_coding	D1:108161947-108164988	<none>	<none>
ENSFCAG00000024763	ELAVL3	ELAV like RNA binding protein 3 [Source:NCBI gene;Acc:101099186]	protein_coding	A2:8663861-8677897	ENSG00000196361	ELAVL3
ENSFCAG00000024773			protein_coding	X:122149998-122156027	<none>	<none>
ENSFCAG00000024775	MIR3666	microRNA 3666 [Source:HGNC Symbol;Acc:HGNC:38940]	miRNA	A2:134813099-134813209	ENSG00000272230	MIR3666
ENSFCAG00000024782			protein_coding	A3:88006762-88010827	<none>	<none>
ENSFCAG00000024786	CYSLTR1	cysteinyl leukotriene receptor 1 [Source:NCBI gene;Acc:101087714]	protein_coding	X:66076099-66077121	ENSG00000173198	CYSLTR1
ENSFCAG00000024804			protein_coding	A1:156943693-156948334	<none>	<none>
ENSFCAG00000024805	FAM170A	family with sequence similarity 170 member A [Source:HGNC Symbol;Acc:HGNC:27963]	protein_coding	A1:100192148-100196114	ENSG00000164334	FAM170A
ENSFCAG00000024812			protein_coding	E2:3711514-3715561	<none>	<none>
ENSFCAG00000024824	OR52E4	olfactory receptor 52E4 [Source:NCBI gene;Acc:101086596]	protein_coding	D1:64579798-64580790	ENSG00000180974	OR52E4
ENSFCAG00000024828	ASPG	asparaginase [Source:NCBI gene;Acc:101086401]	protein_coding	B3:148161858-148190415	ENSG00000166183	ASPG
ENSFCAG00000024834		butyrophilin-like protein 1 [Source:NCBI gene;Acc:101081137]	protein_coding	B2:33601519-33608124	<none>	<none>
ENSFCAG00000024835			protein_coding	B3:118272509-118277300	<none>	<none>
ENSFCAG00000024837			protein_coding	D3:20534866-20536275	<none>	<none>
ENSFCAG00000024846		olfactory receptor 11G2-like [Source:NCBI gene;Acc:111560953]	protein_coding	B3:73208577-73209530	<none>	<none>
ENSFCAG00000024853			pseudogene	B2:81031970-81032640	<none>	<none>
ENSFCAG00000024856	RF00001		rRNA	A1:135527879-135527992	<none>	<none>
ENSFCAG00000024872	RSPH14	radial spoke head 14 homolog [Source:NCBI gene;Acc:101101170]	protein_coding	D3:19892758-19972731	ENSG00000100218	RSPH14
ENSFCAG00000024889			protein_coding	D3:9786036-9788669	<none>	<none>
ENSFCAG00000024892		serine protease-like protein 51 [Source:NCBI gene;Acc:102900749]	protein_coding	B1:53615954-53626944	ENSG00000253649	PRSS51
ENSFCAG00000024893	CFAP77	cilia and flagella associated protein 77 [Source:NCBI gene;Acc:105261138]	protein_coding	D4:92243136-92375739	ENSG00000188523	CFAP77
ENSFCAG00000024906	RF00001		rRNA	B1:152246718-152246829	<none>	<none>
ENSFCAG00000024907		small integral membrane protein 15-like [Source:NCBI gene;Acc:101101656]	protein_coding	C1:156719180-156719404	<none>	<none>
ENSFCAG00000024908	TEX37	testis expressed 37 [Source:NCBI gene;Acc:101099291]	protein_coding	A3:104261173-104266050	ENSG00000172073	TEX37
ENSFCAG00000024916			protein_coding	B3:74906124-74908959	<none>	<none>
ENSFCAG00000024921	RF00001		rRNA	D3:51881441-51881549	<none>	<none>
ENSFCAG00000024927	SCGB3A2	secretoglobin family 3A member 2 [Source:NCBI gene;Acc:101086200]	protein_coding	A1:125411226-125414919	ENSG00000164265	SCGB3A2
ENSFCAG00000024929			protein_coding	B4:91474739-91479369	<none>	<none>
ENSFCAG00000024961		chymotrypsin-like elastase family member 3B [Source:NCBI gene;Acc:101094275]	protein_coding	C1:16211685-16217470	<none>	<none>
ENSFCAG00000024966		glutathione S-transferase A4-like [Source:NCBI gene;Acc:101084793]	protein_coding	B2:53171218-53184135	<none>	<none>
ENSFCAG00000024973	MIR345	microRNA 345 [Source:HGNC Symbol;Acc:HGNC:31779]	miRNA	B3:144938898-144938994	ENSG00000198984	MIR345
ENSFCAG00000024984	C12orf40	chromosome B4 C12orf40 homolog [Source:NCBI gene;Acc:101095668]	protein_coding	B4:69366072-69423841	ENSG00000180116	C12orf40
ENSFCAG00000024990	LPAR4	lysophosphatidic acid receptor 4 [Source:NCBI gene;Acc:101087973]	protein_coding	X:66528771-66529883	ENSG00000147145	LPAR4
ENSFCAG00000024999			protein_coding	E2:14684779-14685306	<none>	<none>
ENSFCAG00000025000			protein_coding	X:23683077-23684278	<none>	<none>
ENSFCAG00000025013	C22orf46	chromosome B4 C22orf46 homolog [Source:NCBI gene;Acc:101089626]	protein_coding	B4:137178479-137181483	ENSG00000184208	C22orf46
ENSFCAG00000025022	RF00402		snoRNA	B4:107746868-107746982	<none>	<none>
ENSFCAG00000025027	REP15	RAB15 effector protein [Source:NCBI gene;Acc:101082832]	protein_coding	B4:62985579-62986289	ENSG00000174236	REP15
ENSFCAG00000025028			protein_coding	A2:24445137-24446024	<none>	<none>
ENSFCAG00000025030			protein_coding	C2:35489194-35491936	<none>	<none>
ENSFCAG00000025037	RF00001		rRNA	D1:16301465-16301582	<none>	<none>
ENSFCAG00000025044	NXNL1	nucleoredoxin like 1 [Source:NCBI gene;Acc:101083325]	protein_coding	A2:12902593-12906169	ENSG00000171773	NXNL1
ENSFCAG00000025049	MIR15A	microRNA 15a [Source:HGNC Symbol;Acc:HGNC:31543]	miRNA	A1:21521382-21521464	ENSG00000283785	MIR15A
ENSFCAG00000025057			protein_coding	B4:46987388-46998635	<none>	<none>
ENSFCAG00000025069		trace amine-associated receptor 3 [Source:NCBI gene;Acc:101096479]	protein_coding	B2:122525612-122526643	<none>	<none>
ENSFCAG00000025070		vomeronasal type-1 receptor 4 [Source:NCBI gene;Acc:101091239]	protein_coding	E2:6330770-6331720	<none>	<none>
ENSFCAG00000025074	OR8I2	olfactory receptor 8I2 [Source:NCBI gene;Acc:101081755]	protein_coding	D1:103180663-103181595	ENSG00000172154	OR8I2
ENSFCAG00000025078	PGK2	phosphoglycerate kinase 2 [Source:NCBI gene;Acc:101081547]	protein_coding	B2:50222307-50223560	ENSG00000170950	PGK2
ENSFCAG00000025084		DnaJ heat shock protein family (Hsp40) member B3 [Source:NCBI gene;Acc:102899293]	protein_coding	C1:216311958-216312680	<none>	<none>
ENSFCAG00000025095	LRRC19	leucine rich repeat containing 19 [Source:NCBI gene;Acc:111557501]	protein_coding	D4:52260563-52269733	ENSG00000184434	LRRC19
ENSFCAG00000025097	RF00001		rRNA	A3:65183437-65183547	<none>	<none>
ENSFCAG00000025108			protein_coding	C1:52396871-52397660	<none>	<none>
ENSFCAG00000025112			protein_coding	A2:125750487-125754735	<none>	<none>
ENSFCAG00000025117	OR51V1	olfactory receptor 51V1 [Source:NCBI gene;Acc:101097913]	protein_coding	D1:63606001-63606960	ENSG00000176742	OR51V1
ENSFCAG00000025118	INSM2	INSM transcriptional repressor 2 [Source:NCBI gene;Acc:101091119]	protein_coding	B3:87042354-87044015	ENSG00000168348	INSM2
ENSFCAG00000025120			pseudogene	A3:24041595-24042348	<none>	<none>
ENSFCAG00000025127			protein_coding	A2:158808534-158809247	<none>	<none>
ENSFCAG00000025131	RF00001		rRNA	B1:137600363-137600471	<none>	<none>
ENSFCAG00000025141	SAPCD1	suppressor APC domain containing 1 [Source:NCBI gene;Acc:101090264]	protein_coding	B2:32750098-32752261	ENSG00000228727	SAPCD1
ENSFCAG00000025154			protein_coding	AANG04000689.1:5170-9952	<none>	<none>
ENSFCAG00000025158			pseudogene	X:23648133-23649917	<none>	<none>
ENSFCAG00000025160	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 [Source:NCBI gene;Acc:100616070]	protein_coding	C1:102683688-102693320	<none>	<none>
ENSFCAG00000025167	GPR174	G protein-coupled receptor 174 [Source:NCBI gene;Acc:101090420]	protein_coding	X:66992327-66993283	ENSG00000147138	GPR174
ENSFCAG00000025174		RP1 like 1 [Source:NCBI gene;Acc:101085371]	protein_coding	B1:53749847-53754868	ENSG00000183638	RP1L1
ENSFCAG00000025176			protein_coding	E3:44216749-44221788	<none>	<none>
ENSFCAG00000025181			protein_coding	B3:74990612-74991273	ENSG00000211802	TRAV22
ENSFCAG00000025190	MIR153-1	microRNA 153-1 [Source:HGNC Symbol;Acc:HGNC:31539]	miRNA	C1:204283427-204283510	ENSG00000207647	MIR153-1
ENSFCAG00000025197			protein_coding	D3:20833071-20846212	<none>	<none>
ENSFCAG00000025203	PDE6C	phosphodiesterase 6C [Source:NCBI gene;Acc:101094627]	protein_coding	D2:55790333-55837297	ENSG00000095464	PDE6C
ENSFCAG00000025209			IG_C_gene	B3:149386064-149386411	<none>	<none>
ENSFCAG00000025211	RF00001		rRNA	B1:178932240-178932359	<none>	<none>
ENSFCAG00000025215	MC2R	melanocortin 2 receptor [Source:NCBI gene;Acc:692350]	protein_coding	D3:33119732-33120625	ENSG00000185231	MC2R
ENSFCAG00000025216		olfactory receptor 51G2-like [Source:NCBI gene;Acc:101092885]	protein_coding	D1:63009824-63010777	<none>	<none>
ENSFCAG00000025218			protein_coding	D3:20606444-20607309	<none>	<none>
ENSFCAG00000025221	OR4Q3	olfactory receptor 4Q3 [Source:NCBI gene;Acc:101099558]	protein_coding	B3:73123348-73124289	ENSG00000182652	OR4Q3
ENSFCAG00000025227			processed_pseudogene	D1:111726249-111726761	<none>	<none>
ENSFCAG00000025229		solute carrier family 18 member A3 [Source:NCBI gene;Acc:101096265]	pseudogene	D2:49440465-49442010	<none>	<none>
ENSFCAG00000025235	OR2B6	olfactory receptor 2B6 [Source:NCBI gene;Acc:101081730]	protein_coding	B2:2973485-2974633	ENSG00000124657	OR2B6
ENSFCAG00000025239			protein_coding	E2:10817737-10818446	<none>	<none>
ENSFCAG00000025241	RF00001	RNA, 5S ribosomal pseudogene 71 [Source:HGNC Symbol;Acc:HGNC:42848]	rRNA	D1:28448453-28448582	<none>	<none>
ENSFCAG00000025242	RF00001		rRNA	A1:124290479-124290570	<none>	<none>
ENSFCAG00000025253	ASB18	ankyrin repeat and SOCS box containing 18 [Source:NCBI gene;Acc:102899925]	protein_coding	C1:218266306-218325344	ENSG00000182177	ASB18
ENSFCAG00000025262	RF00001		rRNA	A1:153246176-153246285	<none>	<none>
ENSFCAG00000025283			miRNA	C1:210704598-210704680	<none>	<none>
ENSFCAG00000025288	TEX12	testis expressed 12 [Source:NCBI gene;Acc:101095516]	protein_coding	D1:10151160-10155656	ENSG00000150783	TEX12
ENSFCAG00000025293		olfactory receptor 52A5-like [Source:NCBI gene;Acc:101089798]	protein_coding	D1:63415965-63416903	<none>	<none>
ENSFCAG00000025307		olfactory receptor 149-like [Source:NCBI gene;Acc:101089797]	protein_coding	D1:21202380-21203312	<none>	<none>
ENSFCAG00000025319	RF00001		rRNA	C1:54593333-54593444	<none>	<none>
ENSFCAG00000025321			protein_coding	A2:98937029-98937777	<none>	<none>
ENSFCAG00000025357		ornithine decarboxylase-like [Source:NCBI gene;Acc:101101148]	protein_coding	C1:23928660-23935439	<none>	<none>
ENSFCAG00000025360		SH3 domain-binding glutamic acid-rich-like protein 3 [Source:NCBI gene;Acc:109496377]	protein_coding	X:68986065-68989771	<none>	<none>
ENSFCAG00000025372			protein_coding	X:122236657-122237226	<none>	<none>
ENSFCAG00000025375	OR51L1	olfactory receptor 51L1-like [Source:NCBI gene;Acc:101092641]	protein_coding	D1:62995751-62996698	ENSG00000176798	OR51L1
ENSFCAG00000025388		olfactory receptor 5T3-like [Source:NCBI gene;Acc:101081670]	protein_coding	D1:103219068-103220196	<none>	<none>
ENSFCAG00000025391			protein_coding	A1:177190999-177191211	<none>	<none>
ENSFCAG00000025393	OR4B1	olfactory receptor 4B1 [Source:NCBI gene;Acc:101098400]	protein_coding	D1:102069762-102070688	ENSG00000175619	OR4B1
ENSFCAG00000025406		olfactory receptor 6C2-like [Source:NCBI gene;Acc:101083349]	protein_coding	B4:84196263-84197201	<none>	<none>
ENSFCAG00000025409	RF00001		rRNA	B4:36838829-36838931	<none>	<none>
ENSFCAG00000025421	GPR55	G protein-coupled receptor 55 [Source:NCBI gene;Acc:101094199]	protein_coding	C1:214061075-214062037	ENSG00000135898	GPR55
ENSFCAG00000025423	RF00001	RNA, 5S ribosomal pseudogene 525 [Source:HGNC Symbol;Acc:HGNC:53794]	rRNA	F2:75912226-75912340	<none>	<none>
ENSFCAG00000025427		olfactory receptor 5AN1-like [Source:NCBI gene;Acc:101097171]	protein_coding	D1:105926763-105927701	<none>	<none>
